1767346,818551024,5,4,4,4
1767346,4582417,5,4,4,4
1767346,119742055,5,4,4,4
1767346,138466460,5,4,4,4
1767346,1009197318,4,3,3,3
1767346,121373861,5,4,4,4
1767346,141278218,5,3,3,3
1767346,3379978,1,1,1,2
1767346,855383930,5,4,4,4
1767346,140627225,5,3,3,3
1767346,35001563,3,3,3,2
1767346,58245179,3,3,2,2
1767346,998071700,3,3,2,2
1767346,262522,4,3,2,3
1767346,2199098,5,2,2,2
1767346,48426001,5,4,4,4
1767346,808071815,4,3,4,3
1767346,124218950,5,3,4,3
1767346,1100633082,5,4,4,4
1767346,131951790,5,4,4,4
1767346,18385476,3,2,2,2
1767346,254576,5,4,4,4
1767346,149322887,5,4,4,4
1767346,32874453,5,4,4,4
1767346,58699521,5,4,4,4
1767346,39014139,4,3,3,3
1767346,138379,1,0,0,2
1767346,853316257,5,4,4,4
1767346,756440921,5,4,4,4
1767346,21911915,4,2,2,2
1767346,865838854,5,4,4,4
1767346,848052411,4,3,3,3
1767346,46403927,4,3,3,3
1767346,1692353,5,4,4,3
1767346,2329921,4,2,4,2
1767346,107606511,4,3,3,4
1767346,828283846,5,4,4,4
1767346,56297271,4,3,3,3
1767346,1061727657,5,4,4,4
1767346,2173660,4,2,2,2
1767346,43915568,4,3,3,3
1767346,7856559,5,4,4,3
1767346,118666324,5,4,4,4
1767346,5850625,3,2,2,2
1767346,25041733,5,4,4,4
1767346,34876768,5,4,4,4
1767346,1121997,5,4,3,3
1767346,4741694,5,4,4,4
1767346,55552677,5,4,4,4
1767346,22293813,2,1,1,1
1767346,8008326,5,4,4,4
1767346,1455412,4,3,3,3
1767346,754742834,4,3,3,3
1767346,121744,4,3,1,2
1767346,131823149,4,3,3,3
1767346,654098938,5,2,3,3
1767346,1823315,3,2,2,2
1767346,22936992,5,4,4,4
1767346,863390461,4,3,3,3
1767346,5068419,4,3,3,3
1767346,2279388,4,3,2,3
1767346,1824550,5,4,4,4
1767346,45062731,3,2,2,2
1767346,128955291,5,4,3,3
1767346,819259240,5,2,2,2
1767346,18106942,1,0,2,0
1767346,125994976,5,4,4,4
1767346,2192165,4,4,3,0
1767346,53954028,5,4,4,4
1767346,36122535,2,1,1,1
1767346,16501628,5,4,4,4
1767346,777349930,5,4,4,4
1767346,919959213,5,4,4,4
1767346,799938309,5,4,4,4
