22449810,29391960,5,4,4,4,10-15,这边地方挺大的它是有艺术馆 
22449810,123418161,3,2,3,1,10-05,地方好大呀，环境很舒适，适合草地婚礼，展品丰富。
22449810,163100390,4,3,3,3,09-25,展品丰富，环境不错，地方大，环境好！
