1768831,1145141930,5,0,0,0,116.6617138,40.49411569
1768831,832953180,5,0,0,0,116.6617138,40.49411569
1768831,1118954625,5,0,0,0,116.6617138,40.49411569
1768831,1092160209,5,0,0,0,116.6617138,40.49411569
1768831,3346891,4,0,0,0,116.6617138,40.49411569
1768831,7425476,4,0,0,0,116.6617138,40.49411569
1768831,853799988,5,0,0,0,116.6617138,40.49411569
1768831,628792861,5,0,0,0,116.6617138,40.49411569
1768831,2232165,4,0,0,0,116.6617138,40.49411569
1768831,1094399478,5,0,0,0,116.6617138,40.49411569
1768831,1807566,5,0,0,0,116.6617138,40.49411569
1768831,149322887,5,0,0,0,116.6617138,40.49411569
1768831,792989614,5,0,0,0,116.6617138,40.49411569
1768831,1090838542,5,0,0,0,116.6617138,40.49411569
1768831,5038144,5,0,0,0,116.6617138,40.49411569
1768831,752051228,5,0,0,0,116.6617138,40.49411569
1768831,880153459,5,0,0,0,116.6617138,40.49411569
1768831,168631,4,0,0,0,116.6617138,40.49411569
1768831,154906195,4,0,0,0,116.6617138,40.49411569
1768831,77964669,5,0,0,0,116.6617138,40.49411569
1768831,6534045,5,0,0,0,116.6617138,40.49411569
1768831,48565862,5,0,0,0,116.6617138,40.49411569
1768831,9661361,3,0,0,0,116.6617138,40.49411569
1768831,1114688352,5,0,0,0,116.6617138,40.49411569
1768831,9283971,5,0,0,0,116.6617138,40.49411569
1768831,758262412,5,0,0,0,116.6617138,40.49411569
1768831,1877469,5,0,0,0,116.6617138,40.49411569
1768831,17842882,4,0,0,0,116.6617138,40.49411569
1768831,823832624,5,0,0,0,116.6617138,40.49411569
1768831,3572215,5,0,0,0,116.6617138,40.49411569
1768831,61211459,5,0,0,0,116.6617138,40.49411569
1768831,1083317278,5,0,0,0,116.6617138,40.49411569
1768831,173098126,5,0,0,0,116.6617138,40.49411569
1768831,49812744,4,0,0,0,116.6617138,40.49411569
1768831,4205702,4,0,0,0,116.6617138,40.49411569
1768831,3791698,5,0,0,0,116.6617138,40.49411569
1768831,716792768,5,0,0,0,116.6617138,40.49411569
1768831,890915648,5,0,0,0,116.6617138,40.49411569
1768831,21001670,5,0,0,0,116.6617138,40.49411569
1768831,6529695,4,0,0,0,116.6617138,40.49411569
1768831,52748281,5,0,0,0,116.6617138,40.49411569
1768831,1762284,5,0,0,0,116.6617138,40.49411569
1768831,120416401,5,0,0,0,116.6617138,40.49411569
1768831,272124,5,0,0,0,116.6617138,40.49411569
1768831,119309090,3,0,0,0,116.6617138,40.49411569
1768831,757652558,5,0,0,0,116.6617138,40.49411569
1768831,140797129,4,0,0,0,116.6617138,40.49411569
1768831,342251,4,0,0,0,116.6617138,40.49411569
