1767442,863566106,5,4,4,4
1767442,855383930,5,4,4,4
1767442,795534854,4,3,3,2
1767442,750444737,5,4,4,4
1767442,4886451,4,3,3,3
1767442,5555935,3,2,2,2
1767442,1004160055,4,3,3,3
1767442,9740335,4,3,4,3
1767442,135712194,4,4,3,3
1767442,4474616,5,4,4,4
1767442,3291019,5,4,4,4
1767442,1141417,5,4,4,4
1767442,578037,5,4,4,4
1767442,8020938,5,3,4,4
1767442,801598024,5,4,4,4
1767442,22509136,4,3,4,4
1767442,848052411,5,4,4,4
1767442,754021951,4,4,4,3
1767442,3790226,5,4,4,4
1767442,3994316,5,4,3,4
1767442,6530992,5,4,4,4
1767442,892277569,5,4,4,4
1767442,17923885,5,4,4,4
1767442,33181219,5,4,4,4
1767442,390507,5,4,4,4
1767442,130503792,5,4,4,4
1767442,57698485,5,4,4,4
1767442,26522296,5,4,4,4
1767442,804639,5,4,4,4
1767442,59385197,5,4,4,4
1767442,1025646,5,4,4,4
1767442,7236000,5,4,4,4
1767442,974804,5,4,4,4
1767442,180162377,5,4,4,4
1767442,147064807,5,4,4,3
1767442,15140023,5,4,4,4
1767442,55903761,5,4,4,3
1767442,2960743,4,0,0,0
1767442,47369600,5,4,4,4
1767442,43981863,5,4,4,4
1767442,929395547,5,4,4,4
1767442,23735574,5,3,4,3
1767442,697472,4,4,4,3
1767442,31299398,5,4,4,4
1767442,29118366,5,0,0,0
1767442,856285493,5,4,4,3
1767442,8080119,5,4,4,4
1767442,4245213,4,3,3,3
1767442,4245213,4,0,0,0
1767442,138605314,5,4,4,4
1767442,110909720,4,4,4,4
1767442,6510685,5,4,4,4
1767442,930551,5,4,4,3
1767442,30804465,4,4,4,3
1767442,9491119,5,4,4,4
1767442,9202255,5,4,4,4
1767442,15982675,4,3,3,3
1767442,18792590,5,4,4,4
1767442,2055416,3,2,3,2
1767442,160539858,1,4,4,0
1767442,1692353,5,3,4,3
1767442,34485445,5,4,4,4
1767442,309209,5,4,4,4
1767442,154957,5,4,3,2
1767442,189847295,5,4,4,4
1767442,2515254,4,3,3,3
1767442,778096308,4,2,2,2
1767442,42292562,5,4,2,4
1767442,796345800,5,4,4,4
1767442,811188834,5,4,4,4
1767442,539914,4,3,3,3
1767442,58053115,4,3,3,3
1767442,962662,5,4,4,4
1767442,42177194,3,3,3,2
1767442,5486447,3,2,2,2
1767442,3235577,5,4,4,4
1767442,1957925,4,3,4,3
1767442,31593791,4,4,4,4
1767442,24896263,5,4,4,2
1767442,637812,4,4,3,2
1767442,735550,5,0,0,0
1767442,1824439,4,0,0,0
1767442,262171,5,0,0,0
1767442,28557823,4,0,0,0
1767442,37618088,4,0,0,0
1767442,143394356,5,0,0,0
1767442,3001639,5,0,0,0
1767442,3078594,5,0,0,0
1767442,28515659,4,0,0,0
1767442,13092195,5,0,0,0
1767442,38541406,4,0,0,0
1767442,35825492,3,0,0,0
1767442,4309458,5,0,0,0
1767442,968186,5,0,0,0
1767442,29351517,2,0,0,0
1767442,41807533,5,0,0,0
