4556293,770075326,2,4,4,0
4556293,1226533,5,4,4,4
4556293,2050395,4,3,3,3
4556293,2414632,5,4,4,4
4556293,26322143,5,4,4,4
4556293,879932176,3,2,2,2
4556293,9347437,5,4,4,4
4556293,867107733,4,3,3,3
4556293,793599735,5,4,4,4
4556293,10531633,4,3,3,3
4556293,43532863,5,4,4,4
4556293,83482128,5,4,4,4
4556293,34546680,5,4,4,4
4556293,109920893,4,4,4,4
4556293,7917638,5,4,4,4
4556293,2851687,5,4,4,4
4556293,1559852,5,4,4,4
4556293,25586331,5,4,4,4
4556293,23924487,5,4,4,4
4556293,90937753,3,2,2,2
4556293,2203029,5,4,4,4
4556293,9517903,4,3,4,4
4556293,1318950,5,4,4,4
4556293,179301181,5,4,4,4
4556293,6052174,4,2,3,2
4556293,141300837,5,4,4,3
4556293,183755512,5,4,4,4
4556293,4525904,5,3,3,3
4556293,38986187,5,4,4,4
4556293,778767,5,4,4,4
4556293,21298784,5,4,4,4
4556293,2452520,5,4,4,4
4556293,974804,5,4,4,2
4556293,19733842,5,4,4,4
4556293,852112938,2,2,2,2
4556293,35699405,5,4,4,4
4556293,5634979,5,4,4,4
4556293,23499614,5,4,4,4
4556293,1936037,5,4,4,4
4556293,830887027,4,3,4,2
4556293,809190743,5,4,4,4
4556293,3801170,5,4,4,4
4556293,50769788,5,4,4,4
4556293,16499598,4,3,4,3
4556293,3605206,5,4,4,4
4556293,4776733,5,4,4,4
4556293,1589829,5,4,4,4
4556293,883352580,5,4,4,4
4556293,4245213,4,3,3,3
4556293,192174932,5,4,4,4
4556293,799526605,5,4,4,3
4556293,775709843,5,4,4,4
4556293,139691335,3,2,2,2
4556293,5991192,5,4,4,4
4556293,712271,5,4,4,4
4556293,2375213,5,4,4,4
4556293,6254038,5,4,4,4
4556293,5602132,5,4,4,4
4556293,131619601,4,3,3,3
4556293,757906075,5,2,4,2
4556293,7614876,1,0,2,1
4556293,29004970,4,2,4,3
4556293,7012127,5,3,3,2
4556293,645509,4,2,3,2
4556293,626594,4,3,3,3
4556293,8941554,4,3,3,3
4556293,539914,3,3,4,3
4556293,17900803,5,4,4,4
4556293,5449668,3,2,3,2
4556293,47143697,4,3,3,3
4556293,40522636,4,4,4,4
4556293,31161774,5,4,4,4
4556293,30501760,3,2,3,2
4556293,1922232,2,1,2,0
4556293,1446117,4,0,0,0
4556293,13837720,4,0,0,0
4556293,35276464,5,0,0,0
4556293,33964691,4,0,0,0
4556293,4963586,5,0,0,0
4556293,38541406,4,0,0,0
4556293,4361598,5,0,0,0
4556293,2481888,4,0,0,0
4556293,38522652,5,0,0,0
4556293,1570808,5,0,0,0
4556293,50219988,3,0,0,0
4556293,50279936,4,0,0,0
4556293,968186,5,0,0,0
4556293,39868647,3,0,0,0
4556293,45171468,5,0,0,0
4556293,39500314,5,0,0,0
4556293,26392297,5,0,0,0
4556293,8758362,5,0,0,0
4556293,45266126,5,0,0,0
4556293,45365379,3,0,0,0
4556293,43684175,4,0,0,0
4556293,2560281,5,0,0,0
4556293,1869715,4,0,0,0
4556293,6872816,3,0,0,0
4556293,5485086,3,0,0,0
4556293,14899386,5,0,0,0
4556293,1401277,4,0,0,0
4556293,25302357,5,0,0,0
4556293,29888083,4,0,0,0
4556293,20704085,5,0,0,0
4556293,7613564,4,0,0,0
4556293,777672,4,0,0,0
4556293,15620619,5,0,0,0
4556293,2516298,4,0,0,0
