11259917,529991089,5,4,4,4
11259917,808985080,5,4,4,4
11259917,6733402,5,4,4,4
11259917,33411581,5,4,4,3
11259917,2305294,4,4,4,2
11259917,91947525,5,4,4,4
11259917,5936794,5,4,4,4
11259917,2753749,5,3,3,3
11259917,881325062,5,4,4,4
11259917,2252541,5,4,4,4
11259917,188489650,5,4,4,4
11259917,77023868,5,4,3,4
11259917,21307184,5,4,4,4
11259917,47687669,5,4,4,4
11259917,5385591,5,4,4,4
11259917,3732098,4,3,3,2
11259917,6102967,5,4,4,4
11259917,22315311,4,0,0,0
11259917,26037189,4,0,0,0
