68585827,6219374,5,4,4,4
68585827,64369796,5,4,4,4
68585827,6665842,5,4,4,4
68585827,798211320,5,4,4,4
68585827,4719003,4,3,4,4
68585827,35705792,5,4,4,4
68585827,5678521,5,4,4,4
68585827,153835768,5,4,4,4
68585827,1205278,4,3,3,3
68585827,79889626,5,4,4,4
68585827,189630889,3,2,3,2
68585827,3665513,3,2,2,2
68585827,5116158,5,4,4,4
68585827,49378842,3,2,2,2
68585827,799391768,5,4,4,4
68585827,7389550,5,4,4,4
68585827,22741207,5,4,4,4
68585827,804231292,5,4,4,4
68585827,59176879,5,4,4,4
68585827,7750338,3,2,2,2
68585827,9038714,5,4,4,4
68585827,14237851,5,4,4,4
68585827,1801831,4,3,3,3
68585827,136641870,5,4,4,4
68585827,1563669,5,4,4,4
68585827,4110276,4,3,3,1
68585827,14310623,4,4,4,2
68585827,122058997,5,4,4,4
68585827,1025646,5,4,4,4
68585827,915379,5,4,4,3
68585827,25728086,4,3,3,3
68585827,2960743,5,4,4,4
68585827,1824439,4,3,3,3
68585827,537913,5,4,4,4
68585827,4049582,2,1,1,1
68585827,6571198,4,3,2,3
68585827,11713778,5,4,4,4
